squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,hasGuestRoom,price,category
80759,34,1,1,79,9879,1,8,2,8087126.9,0
94540,98,1,1,20,74321,2,1,2,9460696.2,1
48070,2,0,0,65,27058,4,7,2,4812736.3,0
8962,89,1,1,49,18341,10,5,2,906747.8,0
41738,48,0,0,41,69479,10,8,2,4176013.9,0
62314,96,1,1,32,93705,3,2,0,6241387.7,0
50668,4,1,0,29,63562,1,10,5,5071084.6,0
2725,13,1,0,50,27734,9,2,1,280421.4,0
88205,20,1,0,63,1709,5,1,0,8827584.8,0
51785,24,1,1,81,95974,8,2,9,5191640.3,1
52284,59,0,1,58,77899,9,3,2,5236681.3,0
77411,3,1,1,9,56306,6,8,8,7746795.8,0
50875,65,1,1,43,42046,7,1,7,5097157.1,1
5640,2,1,0,44,65731,2,2,0,567329.8,0
4371,73,1,0,13,73779,4,2,7,440119,0
98257,19,0,0,69,23015,1,2,3,9828903.1,0
90499,27,1,1,75,29136,1,7,3,9057504.7,0
622,81,0,0,17,26475,1,2,2,63977,0
40777,39,1,0,53,76888,8,7,9,4085326.3,0
1008,4,0,0,73,60193,8,6,6,102749.5,0
57718,14,1,0,69,51111,1,4,1,5781612.3,0
17167,90,0,1,60,27107,3,3,6,1722105.4,0
46131,39,0,1,31,71484,8,9,0,4616542.3,0
40567,56,1,0,96,40296,3,3,8,4065377.1,0
77151,59,0,1,7,42620,1,3,9,7718218.6,0
94943,96,0,1,21,48388,9,10,1,9497260.1,0
31179,87,1,0,56,50388,6,5,3,3126446.8,0
80693,79,1,0,80,32876,4,4,2,8078843.8,0
16145,57,1,1,24,40052,3,10,8,1624354.8,1
9678,10,1,0,87,40138,5,9,5,971236.8,0
73554,81,0,0,46,49263,9,2,4,7358902.4,0
6914,33,0,1,29,82175,10,1,10,697528.6,0
2995,85,0,1,10,4058,3,3,10,303184.9,0
68245,23,0,0,99,51134,1,1,9,6827724.5,0
52649,43,0,1,54,1438,8,7,7,5272349.4,0
39040,42,0,0,50,50833,3,8,3,3905700.9,0
33936,95,1,1,93,31995,4,8,9,3406131.8,1
18762,97,1,0,7,14066,8,5,6,1880746.1,0
40952,58,1,1,57,39209,10,10,0,4104641.4,1
90404,26,1,1,9,34570,4,4,4,9048377.4,1
94947,30,1,0,97,58828,6,2,9,9501779,0
81866,45,1,0,53,86728,8,5,8,8192664.7,0
49909,3,0,1,5,95154,3,6,2,4994456.6,0
31042,52,1,1,48,47469,8,3,0,3111504.7,1
35810,65,0,1,100,92588,7,9,4,3589881.1,0
2985,53,1,0,12,38448,4,2,1,301138.1,0
63693,2,1,0,36,25571,2,9,5,6375077.5,0
94754,53,0,0,82,46731,10,10,5,9481349,0
15162,41,1,0,91,27553,2,4,6,1521757.2,0
32956,2,1,1,46,53020,2,8,2,3305549.3,1
96224,16,0,1,33,90382,2,10,7,9627880,0
86806,78,0,0,96,98660,6,9,0,8683516.1,0
42537,43,0,0,74,63714,5,2,4,4256423,0
77045,29,0,1,25,58364,1,4,9,7708578.3,0
76912,77,1,0,2,55684,2,2,2,7695798.5,0
33814,70,0,1,63,64240,8,6,4,3390442.4,0
4052,14,1,1,34,63495,1,3,0,416251.2,1
634,64,0,1,10,40942,4,6,3,66144,0
32325,98,0,1,22,21366,4,1,3,3237949.9,0
59348,69,0,0,45,88591,1,8,3,5939099.5,0
40148,80,0,1,91,70710,9,10,4,4023820.3,0
62064,33,1,1,34,91044,6,1,6,6216761.7,0
23172,83,0,0,19,1700,5,5,2,2319447.5,0
80277,78,1,1,27,18203,10,9,7,8038200.9,0
62236,45,0,0,32,25507,7,6,8,6224903.1,0
58110,7,1,1,1,58173,5,3,4,5814953.3,1
99952,41,1,0,69,51336,10,7,9,9998411,0
9780,95,0,1,36,64087,9,7,10,982222.2,0
26230,91,1,1,21,3120,3,6,0,2630871.5,1
44509,50,1,0,26,15041,3,3,6,4454810.5,0
94182,78,0,1,58,98821,6,2,3,9426417.5,0
28309,57,0,1,36,77489,9,2,7,2838029.9,0
98710,68,1,0,40,95125,1,5,4,9877813.4,0
6362,94,1,0,95,50935,6,2,3,644794.4,0
21857,93,1,0,16,35864,6,4,5,2191307.6,0
60064,57,1,0,93,56516,9,4,1,6014103.5,0
41526,16,1,0,91,73909,9,1,2,4163200.4,0
65163,42,0,1,49,6352,5,1,8,6521655.8,0
38355,80,1,1,22,75266,8,7,3,3840740.2,0
8020,80,0,1,85,33659,8,2,7,810755.2,0
95780,86,0,1,36,28608,8,3,0,9583143.1,0
63267,74,1,0,36,67149,5,6,3,6335282.7,0
69314,16,1,1,80,86189,8,7,1,6940209,0
37781,12,0,0,31,85968,6,9,4,3781636,0
77210,59,1,1,27,49742,7,3,5,7729101.9,1
50792,60,0,1,74,34603,9,5,8,5089100.1,0
98934,70,0,1,95,75485,5,3,10,9902124.3,0
74265,33,1,0,87,79197,5,10,6,7437378.4,0
93180,87,1,0,54,30932,4,1,9,9324362.6,0
4809,39,0,1,48,80898,8,7,6,484933.3,0
91673,4,0,0,47,57310,1,2,4,9170900.1,0
13027,58,0,1,2,39083,1,7,10,1306637.1,0
40010,53,0,1,20,1072,5,1,7,4006702.2,0
86019,21,0,0,91,68445,9,9,9,8611760.4,0
65427,85,0,0,81,74753,3,7,8,6544509.3,0
52202,5,0,0,69,75463,10,4,7,5225648,0
85345,61,1,1,22,89296,5,3,1,8541574.5,0
7472,14,0,1,16,79447,10,3,10,753639.1,0
60167,16,1,0,81,53016,4,3,8,6023926.4,0
822,31,0,1,17,68151,4,9,0,86104.4,0
17889,58,1,0,84,21451,7,9,0,1797252.2,0
78122,61,0,0,33,13779,6,5,7,7815968.8,0
39831,51,1,0,78,41611,2,7,2,3989679.3,0
67947,11,0,0,79,42304,9,10,5,6798431,0
90265,45,0,0,4,99372,3,1,6,9026973,0
21522,93,0,1,11,25640,8,8,4,2157060.8,0
79298,57,0,1,64,58496,6,3,4,7935780.7,0
6481,86,1,1,60,13724,10,10,9,660339.7,1
87204,87,0,0,90,77296,3,1,4,8729160.7,0
19526,16,0,1,55,29130,8,2,0,1962173.9,0
61527,63,0,0,49,693,10,6,0,6157867.7,0
52141,9,0,0,35,66739,9,4,6,5215581,0
45370,56,1,1,28,80545,7,5,9,4545472.1,0
38511,71,0,0,27,72402,5,3,3,3852614.5,0
54462,3,1,1,36,36807,2,5,7,5458103.1,0
83847,31,0,0,73,14048,7,3,9,8386564.8,0
70213,9,0,1,32,15250,6,8,2,7025651.1,0
22328,37,1,1,54,87860,4,6,6,2243514.8,0
72870,25,1,1,29,9417,7,7,7,7293420.7,1
34980,16,1,1,84,27775,3,8,3,3507649.6,0
73136,77,1,0,88,95018,9,9,4,7325694.6,0
90087,29,0,1,80,89232,8,3,8,9015048.5,0
16714,61,0,1,9,38726,6,6,9,1675672.8,0
52455,54,0,1,20,59026,6,1,7,5250717.1,0
10817,97,0,1,12,90537,4,9,7,1087354,0
95367,11,0,0,41,28317,4,10,10,9539232,0
94018,60,1,0,99,48357,10,3,4,9414111.4,0
38947,91,0,0,76,27246,8,5,4,3897019.6,0
46976,97,1,0,91,78116,3,1,3,4705156.6,0
34673,52,0,1,30,35006,10,4,0,3473056.1,0
17392,99,0,1,78,56448,1,4,8,1745197.1,0
43359,82,0,1,51,18144,6,7,10,4341769.1,0
32309,58,1,1,88,72557,6,9,5,3242419.2,0
88352,61,1,1,100,76869,8,3,7,8844632.7,0
50878,23,0,0,9,23705,4,3,3,5089157.6,0
60886,15,0,0,12,43122,8,7,2,6090272.5,0
63792,73,0,0,39,55470,7,3,4,6381705,0
85215,25,0,1,1,88530,6,7,6,8526942,0
80998,28,0,1,34,40469,5,3,0,8107792.2,0
29250,3,0,1,71,88172,9,5,5,2935648.5,0
37941,47,0,0,41,87324,4,1,6,3796341.3,0
11242,14,1,0,75,20892,3,1,3,1127009,0
91558,18,0,0,46,35744,3,1,0,9158541.2,0
87819,30,0,0,4,61726,6,1,6,8782664.6,0
10035,15,1,0,6,25665,4,5,6,1006634.5,0
57676,66,0,0,47,40647,7,7,2,5769101.1,0
20297,18,0,1,82,12687,4,9,1,2035832.2,0
68006,63,0,1,80,62676,7,4,7,6812540,0
48994,59,0,1,3,58825,7,9,0,4904547.2,0
66738,7,1,0,19,32977,4,8,9,6680395.5,0
22855,24,0,0,80,53779,2,9,2,2289561.7,0
21196,34,0,1,7,22573,10,8,7,2124683.4,0
36702,66,1,1,45,32804,5,3,1,3678080,0
76612,28,1,1,57,12151,8,5,7,7670470,0
22974,86,0,0,50,56343,10,10,2,2300702,0
16348,12,0,1,4,10777,8,10,3,1640404.8,0
50109,4,1,1,27,34622,5,1,4,5019832.8,1
41759,49,0,1,64,50167,3,10,4,4181321.5,0
19572,96,1,1,64,29717,4,1,2,1969866.7,0
712,29,1,1,19,54360,3,8,5,80879.9,0
88172,3,0,0,41,68305,7,7,9,8818402.8,0
46944,65,1,1,2,89651,6,3,8,4699401.5,0
79649,51,1,0,98,99430,9,8,2,7976501.9,0
27488,63,1,0,28,83634,8,4,3,2756731.4,0
10972,90,1,0,73,14059,6,10,4,1105258.7,0
17797,13,0,1,82,19270,5,10,10,1792290.2,0
16252,30,1,0,58,76233,8,7,5,1630793.8,0
71603,39,1,1,7,80016,1,1,7,7169029,1
87022,60,1,0,89,92083,1,6,4,8707681.2,0
62289,32,0,1,96,80043,1,8,3,6233774.8,0
5825,60,1,1,90,70226,7,2,5,598186.6,0
85225,40,1,0,21,676,8,2,9,8527022.3,0
5820,41,1,0,78,72073,1,4,9,592006,0
90539,14,1,1,81,80556,1,3,2,9069445.2,1
35233,53,1,1,52,39314,8,6,0,3536738,0
98559,33,0,0,94,64991,3,2,4,9862559.1,0
58056,17,0,1,29,66624,6,9,7,5809089.8,0
91207,63,1,0,26,32233,8,7,10,9126333.4,0
67923,20,1,0,66,10437,9,7,10,6799955.8,0
12641,28,1,0,63,79661,4,9,1,1272159.2,0
35691,53,1,1,95,4059,8,5,7,3582171.6,1
48627,54,1,1,87,73386,8,2,10,4871835,0
5183,31,0,1,78,44518,2,3,6,521772.3,0
16631,68,0,0,95,69479,1,9,10,1667835.3,0
18144,19,1,0,8,4275,6,5,4,1819929,0
10586,27,1,1,6,92068,6,10,3,1066983.1,1
64235,25,1,0,69,52299,4,10,8,6431380.2,0
88584,15,1,1,87,6279,10,4,5,8867048.1,0
2310,61,1,0,9,82910,6,4,0,234237.2,0
55217,65,0,1,28,77123,4,7,10,5526674.7,0
64539,20,0,0,68,55082,1,8,9,6457482.2,0
90947,89,1,1,61,64161,2,6,1,9103454.4,0
68837,41,1,0,55,1014,4,9,4,6889494.7,0
60721,88,0,0,48,64469,1,6,9,6073407.5,0
51459,49,1,0,28,22573,4,8,4,5149505.2,0
12820,41,0,0,16,92510,1,8,1,1283027.8,0
20734,34,0,1,63,74094,5,3,7,2077771.5,0
91988,53,1,1,47,50808,6,4,7,9206879.6,0
40286,85,0,1,51,21492,8,2,9,4035154.3,0
10719,77,0,1,17,62278,9,2,6,1076789.8,0
17783,28,0,0,1,24725,1,3,8,1778779.3,0
72065,52,0,1,34,13673,1,2,2,7210625.5,0
58626,55,0,1,30,19351,10,3,1,5866206.3,0
13147,61,1,1,71,13638,7,2,9,1326980.7,0
90304,95,1,1,78,5508,6,5,5,9044776,0
80780,98,1,1,55,64928,7,8,9,8088913.6,1
82301,20,0,0,21,92700,9,3,6,8232053.2,0
78039,10,0,0,9,64775,1,9,3,7804837,0
92783,37,0,1,57,92944,2,3,7,9281484.6,0
67134,92,0,0,60,85242,9,1,8,6719369.2,0
27792,11,1,1,15,25954,5,6,2,2786854.7,0
96637,55,0,1,8,48473,4,6,5,9667457.8,0
36877,89,1,0,92,70081,5,7,0,3695191.8,0
88120,13,0,1,17,63068,3,5,7,8816378.9,0
4385,55,1,1,56,98233,4,4,5,445694.6,0
75903,20,0,1,27,96563,8,1,7,7594699,0
1171,86,0,1,85,75784,10,3,7,126268.7,0
44615,18,0,0,34,51005,7,4,2,4465651.2,0
65543,81,1,1,90,50619,9,3,3,6559662.8,0
17246,95,0,1,10,68125,4,9,0,1728544.7,0
7236,30,0,0,52,56825,4,10,5,725656.3,0
32078,91,0,0,65,66113,4,3,5,3209311.2,0
82184,14,1,0,48,83771,10,4,2,8221783.1,0
6686,43,0,1,26,65951,4,2,0,675399,0
18536,7,0,0,28,35411,1,10,2,1856793.4,0
52683,43,0,0,57,74566,5,9,10,5274308.7,0
32286,69,1,1,11,16986,10,5,2,3233772.8,1
34796,74,1,0,47,55362,1,9,6,3483606.1,0
26669,69,0,1,82,49351,5,5,9,2671083.9,0
47606,49,0,1,16,8451,2,4,3,4763586.1,0
91435,61,1,0,92,8192,1,10,8,9153666.9,0
889,53,1,0,30,3406,1,7,10,92858.9,0
67511,24,0,1,67,65048,8,10,4,6759802.6,0
52655,82,0,0,6,64588,4,4,10,5266351,0
82432,43,0,0,57,7312,5,8,0,8245134.5,0
75680,100,0,0,77,25496,5,2,2,7572315.9,0
28543,26,1,0,29,63039,8,7,10,2859167,0
66851,93,1,0,87,13012,5,4,2,6691843,0
49031,37,1,1,37,24023,2,3,3,4910323,1
71630,5,1,0,45,82464,1,4,7,7169854.6,0
25362,76,0,1,71,15178,8,3,9,2545732.5,0
87412,89,0,0,40,77240,2,7,6,8745542,0
41057,22,0,0,18,7613,9,3,3,4106731.4,0
93325,38,1,1,73,43015,9,10,0,9346064,1
40330,49,0,0,28,23284,8,4,7,4034416.8,0
5134,31,1,1,14,60391,1,4,5,519772.4,0
93443,16,1,0,93,74734,9,3,5,9349955.5,0
55558,74,0,1,85,66559,5,8,8,5564448,0
61694,58,0,1,4,24345,2,7,3,6172206.1,0
32713,97,0,0,93,91667,10,8,1,3278723,0
9428,45,0,0,34,44951,9,10,1,944839.1,0
92032,81,1,1,5,63227,10,1,7,9212773.2,1
28091,77,1,0,93,11250,6,8,4,2815613.5,0
54706,39,1,0,46,49697,4,2,4,5475756,0
97429,13,1,1,29,22796,8,1,6,9751706.1,0
7808,72,1,1,18,48436,1,9,5,789027.8,0
60265,97,1,1,45,62899,1,9,4,6033313,0
57850,32,0,0,93,32412,7,10,10,5789083.3,0
72554,16,0,1,79,94523,8,5,9,7268379.4,0
6966,21,0,1,97,568,3,3,8,700650.8,0
79957,45,1,1,42,41031,9,1,6,8003950,0
3629,4,0,1,33,50592,4,3,9,369764.1,0
8732,25,0,0,37,90654,6,6,7,876270.1,0
56514,33,0,0,48,14694,5,3,1,5652969.1,0
20533,93,1,0,91,96947,9,9,2,2056508.9,0
16625,27,0,0,8,57906,9,9,7,1664023.4,0
12313,50,1,0,55,54497,1,4,5,1240834.8,0
68052,4,0,0,5,66529,8,3,8,6805894.2,0
35383,92,1,0,96,6641,10,10,7,3548725.9,0
8977,51,0,1,56,6990,6,1,9,905128.5,0
79356,46,0,1,24,58322,5,3,1,7940419.1,0
67639,99,1,0,58,79091,2,6,3,6768972.2,0
21145,70,0,0,84,1578,1,9,8,2119485.7,0
26009,18,1,1,9,78438,2,6,4,2606754.7,1
68580,4,0,1,53,64029,8,8,5,6863504.7,0
88780,51,1,1,89,803,7,1,0,8887352.6,0
72114,51,1,0,32,15113,9,5,4,7215802,0
89756,47,1,0,36,59946,5,6,1,8980810.8,0
1770,61,1,1,15,39153,2,5,8,183765.5,1
20109,91,1,0,28,61429,2,5,7,2017287.6,0
61067,99,1,1,39,7402,9,3,2,6110904.3,0
30690,10,0,0,52,84667,7,6,5,3072879.5,0
12161,11,1,0,16,51408,2,8,0,1218405.5,0
47364,47,1,0,9,12097,10,7,6,4739985.9,0
57066,20,0,1,39,37051,8,5,3,5711304.1,0
97760,89,0,0,82,54535,9,1,8,9780377.1,0
47476,85,1,1,92,8848,2,5,2,4761612,0
32176,58,0,0,43,66885,1,1,5,3220156.9,0
98547,17,1,1,100,76436,1,8,8,9865243.1,0
86171,22,0,1,79,59194,1,7,7,8621486.1,0
65711,20,1,1,63,68854,3,9,9,6579419.2,0
73585,89,0,0,56,99940,5,3,4,7359509.9,0
26665,68,1,0,62,97608,1,9,10,2671587.1,0
69094,22,0,1,67,18938,4,8,2,6919039.8,0
27538,9,1,1,34,86872,10,2,5,2761292,0
64922,3,1,1,11,67211,4,5,4,6500624.3,1
74600,64,0,0,21,90305,7,5,1,7461192.4,0
56595,94,1,1,2,56319,1,10,5,5664278.4,0
18037,91,0,0,16,38355,6,7,5,1805824.9,0
56587,50,0,1,98,42357,4,10,5,5670619.6,0
20105,98,0,1,20,7133,6,9,4,2017609.9,0
46322,61,0,0,1,7924,3,5,5,4632807.5,0
31301,13,1,1,91,48757,10,6,8,3142338.8,1
91952,19,1,1,80,77480,5,9,2,9207839.5,1
92948,46,0,0,47,15715,9,4,1,9297047.7,0
66812,48,1,0,57,1843,6,8,3,6687761.6,0
76424,37,0,1,81,44752,3,7,8,7647871.1,0
14823,44,0,0,65,41581,10,4,1,1484434.3,0
26682,7,1,1,6,55531,8,4,8,2675367.1,0
12995,92,1,1,18,82253,3,7,10,1305488.6,0
94789,23,0,1,3,31768,9,9,8,9484024.2,0
34703,13,0,0,68,4516,3,6,3,3476698.6,0
9691,20,1,0,56,94581,5,8,10,978280.6,0
84118,15,0,1,52,92597,5,1,2,8416992.6,0
39272,95,0,1,79,61459,10,2,3,3936310,0
51037,100,0,1,49,28541,6,1,5,5107476.8,0
17325,5,1,0,37,21598,10,7,0,1737822.7,0
39104,19,1,1,70,92412,10,2,0,3920958.7,0
11247,73,1,0,69,81369,9,2,1,1129896.8,0
87000,62,0,0,9,45561,4,5,6,8700807.8,0
99999,58,0,0,68,10477,3,4,2,10006771.2,0
55888,81,1,0,82,69050,5,8,6,5594957.1,0
75296,30,1,0,76,91673,2,1,9,7535664.5,0
83512,8,1,1,45,49353,10,6,8,8358211.5,0
22825,100,1,1,18,13201,9,6,3,2289049.8,0
58287,71,0,0,98,61787,4,4,4,5837331.6,0
91441,41,1,1,88,94085,2,3,0,9155265.3,1
57564,64,0,0,18,90877,9,2,6,5758203.9,0
82280,33,0,1,89,44585,1,1,7,8235158.9,0
62646,36,1,1,43,69758,8,2,8,6273246.5,0
50133,28,1,0,92,11572,4,9,2,5019119.3,0
69719,11,1,1,87,96873,4,3,2,6982744.3,0
81840,49,0,0,34,40158,1,4,6,8186999.6,0
7851,22,1,1,19,82481,7,7,3,793981.2,0
76564,95,0,0,88,62994,3,10,0,7662557.9,0
2095,88,1,0,27,79779,6,10,6,213708.1,0
13287,84,1,0,76,90025,3,10,1,1335371.3,0
94457,17,1,0,82,64835,4,2,8,9455820.1,0
96573,74,1,0,28,17971,4,6,10,9664738.3,0
97898,60,1,0,2,99686,5,3,2,9794464.1,0
18642,62,0,0,65,990,3,8,7,1865856.3,0
52259,16,0,1,72,23742,9,6,4,5236500.3,0
68362,77,0,0,57,95717,10,1,1,6840206.6,0
66395,22,0,1,57,79008,1,6,10,6647572.6,0
10590,74,0,0,5,22285,8,2,4,1060141.3,0
51271,33,0,1,36,97623,6,8,5,5133444.8,0
91436,7,1,0,81,78868,5,8,7,9151236.7,0
68072,63,0,1,40,21153,2,2,1,6812764.9,0
12172,12,0,0,15,86688,7,10,7,1218235.7,0
34750,28,0,1,1,25225,9,9,7,3478934.3,0
52832,46,0,1,70,1216,10,4,10,5292504.3,0
87683,53,0,1,57,30308,3,3,7,8774909.3,0
25145,2,1,1,96,24933,6,10,8,2521346.8,0
18426,63,1,1,31,15208,2,3,5,1854935.6,1
9381,96,0,0,77,12632,5,5,1,943600.8,0
81658,27,0,1,14,42176,9,4,6,8171711.8,0
10028,51,1,0,56,28865,1,6,8,1009529.2,0
76352,55,1,1,12,58402,6,2,1,7641804.6,0
21247,81,1,1,43,48858,6,5,4,2136110.4,1
84805,15,0,1,9,29472,8,7,9,8486115.4,0
8928,8,0,1,6,15140,4,3,4,896505.8,0
14762,42,1,1,59,93672,1,7,1,1484350.2,1
53454,14,0,1,22,59060,2,7,1,5349280.6,0
35409,1,1,0,58,5631,8,1,6,3546437.2,0
53161,42,1,0,4,7080,7,6,2,5320392.3,0
12760,60,1,1,28,69267,5,3,3,1284972.5,0
42826,38,0,0,49,64287,6,2,0,4287076.8,0
58394,19,1,0,56,19251,6,3,8,5848843.1,0
95143,90,0,0,72,35374,9,2,1,9517871,0
46532,19,0,0,85,55537,10,8,9,4661805,0
42272,11,0,0,9,2770,2,10,3,4228013.9,0
42981,49,0,0,73,18351,10,5,10,4300680.4,0
62384,72,1,0,36,60292,2,2,1,6242453.5,0
81653,13,0,0,8,34493,3,2,6,8166002.5,0
63278,60,1,0,32,11239,2,6,6,6332923.1,0
95307,66,1,1,62,12824,2,4,9,9537644.4,0
72545,96,1,1,78,11290,10,6,0,7260052.1,1
66777,1,1,0,100,26797,5,9,9,6685851.8,0
61001,41,1,0,15,73511,3,7,1,6105043.3,0
65790,82,1,0,62,71245,2,5,3,6589425.1,0
35948,75,0,0,53,44374,3,10,6,3596039.8,0
54929,86,0,1,4,55322,8,7,8,5498846.5,0
18397,59,0,0,93,6434,3,7,4,1846201,0
4623,93,0,1,58,11227,3,10,10,468494.9,0
58433,54,0,1,29,72133,10,9,8,5848135.8,0
79767,86,1,0,17,89482,8,6,6,7981643.3,0
58036,51,0,1,35,9043,7,9,2,5809016.7,0
6051,77,0,0,88,77373,5,7,5,612527.5,0
22703,41,0,0,53,4234,8,1,0,2273445.8,0
29319,62,1,0,47,47216,5,3,7,2939576.1,0
53722,26,1,1,96,82959,7,1,3,5383626.1,0
32218,28,1,0,39,36128,1,4,7,3225722.5,0
93288,90,1,0,73,48260,1,7,4,9334856.2,0
30402,63,0,0,33,18703,8,9,4,3043179.2,0
75632,43,1,1,12,52689,5,8,2,7573328.2,0
34592,24,0,0,80,32228,1,7,6,3467169.6,0
34304,54,0,0,95,66942,1,2,6,3434850.3,0
21112,38,0,1,94,34073,4,2,4,2121485.9,0
40266,100,0,1,14,96142,6,4,8,4028831.9,0
93533,27,0,0,33,60496,5,5,7,9356028.7,0
78672,59,1,1,66,93460,4,6,8,7877999.5,1
47833,44,1,0,82,27128,10,7,0,4791653.8,0
22142,11,0,0,97,76427,3,8,7,2220957.5,0
19819,19,0,0,35,34411,10,10,4,1984840,0
69967,32,0,0,35,7115,1,6,4,6997746.2,0
28555,76,1,1,40,80056,5,9,0,2860957.8,0
25881,89,1,1,34,30476,1,9,4,2596473.4,0
81624,8,1,1,4,96626,9,1,3,8169425.4,1
73943,29,1,1,32,80149,5,10,8,7405498.5,1
78101,17,0,1,24,1451,2,1,10,7814923.5,0
22162,14,0,1,99,84655,2,10,9,2223268.4,0
72836,27,1,0,24,7994,8,8,1,7289126.9,0
56614,98,0,0,13,32272,5,1,4,5662574.7,0
838,30,1,1,8,23119,7,2,6,92181.3,1
25946,84,1,0,80,64602,2,9,0,2600384.9,0
17250,50,0,1,50,67364,7,3,10,1734432.1,0
19387,17,0,0,64,18690,3,4,6,1940788,0
36503,87,1,1,90,92021,1,10,2,3659340.7,1
61752,62,0,1,57,42393,4,2,5,6181908.8,0
25136,98,1,1,35,42440,2,7,1,2520958.1,0
95989,44,1,1,46,91819,7,5,6,9610818.7,1
27665,29,1,1,24,52092,5,10,9,2771481.1,1
79169,22,0,0,39,28205,2,4,4,7918220,0
69642,45,1,1,24,8723,7,9,3,6974699.6,1
28727,45,0,1,23,17857,6,6,0,2877589.1,0
88940,18,1,0,5,10114,5,1,6,8896898.3,0
82978,41,0,0,62,81785,3,1,3,8299837.7,0
22374,13,1,0,67,74626,10,5,5,2244101.2,0
7169,65,1,0,8,37884,7,1,4,722385.3,0
91380,23,0,1,33,66152,8,8,2,9144773.5,0
20799,10,1,0,47,58358,2,8,6,2084113.7,0
28446,94,1,1,61,97470,7,4,6,2852653,1
81618,87,0,1,80,79006,9,5,9,8170899.9,0
44513,63,0,1,40,57679,2,7,5,4457308.4,0
66436,19,0,1,51,56455,10,3,5,6650734.1,0
55482,87,1,0,78,46357,9,9,2,5558268.6,0
23376,9,1,0,43,75147,9,9,4,2346829.2,0
48380,73,0,1,35,15352,5,7,9,4842254.7,0
38765,16,0,1,56,58119,5,2,10,3882491.3,0
2484,43,0,1,23,7471,7,7,8,252179.2,0
5624,35,1,0,2,11603,5,8,6,566535.4,0
71541,71,1,1,44,72847,7,3,6,7159919.5,1
98857,85,1,0,15,57725,2,3,3,9889895.6,0
6948,10,0,1,18,30836,10,7,0,698524.7,0
16284,39,1,1,29,40880,10,5,8,1638521.9,1
60261,37,0,0,63,48194,4,3,3,6032370.6,0
92304,75,1,0,53,54254,2,9,5,9234228.6,0
32071,15,1,0,53,78354,2,5,1,3213146.8,0
76454,17,0,0,88,31987,1,1,1,7647961,0
70210,48,1,0,56,31261,9,9,1,7025129.1,0
75584,77,1,0,69,82908,8,6,1,7567791.6,0
41669,18,1,1,34,917,4,5,6,4176148.5,1
8940,86,1,0,39,92620,10,3,9,899258.1,0
79628,60,1,0,59,64099,3,3,6,7967880.3,0
52979,82,0,1,45,44653,5,9,5,5304197,0
75414,82,1,0,75,4618,5,3,1,7551847.9,0
91515,23,1,1,33,48622,3,5,2,9157101.7,1
68767,13,0,1,13,30743,4,8,3,6880980.4,0
90111,94,1,0,30,77398,8,4,5,9014247.8,0
1967,87,1,1,76,3509,2,10,2,207245.9,0
21843,66,0,1,10,65013,3,2,5,2186457.8,0
45049,30,1,1,80,35151,8,10,9,4519980,1
925,16,1,0,51,86372,7,4,2,97785.8,0
53956,78,0,0,97,91120,10,5,9,5401835.1,0
3343,76,1,0,65,4913,5,6,0,344710.4,0
25942,86,1,1,30,7199,1,2,5,2601765.1,0
51171,95,0,1,91,29779,2,5,9,5125181.1,0
82629,5,0,0,51,15024,10,8,9,8267316.2,0
78721,23,0,0,59,1657,4,6,9,7875331.7,0
82900,3,0,1,11,59010,4,7,8,8295028.3,0
79399,21,1,0,44,42313,3,10,0,7946835.6,0
87078,8,1,0,77,84539,2,10,1,8714830.2,0
65246,19,1,1,31,44954,1,5,10,6529755.8,1
48271,40,0,1,47,51930,8,4,4,4835629.8,0
61311,30,1,1,4,587,1,8,2,6137635.8,1
742,28,1,1,6,92580,8,6,1,81336.5,0
55164,10,1,1,64,11611,2,1,3,5526826.7,1
37448,47,1,1,58,96670,3,1,5,3754453,1
34208,43,1,1,2,3418,10,1,0,3428754.3,0
21442,42,0,0,16,67178,7,6,3,2145503.8,0
69290,23,0,0,38,28205,4,3,8,6932336.9,0
15299,91,1,0,95,60138,5,2,0,1542950,0
30203,5,0,0,86,44106,6,1,3,3029401.9,0
74069,53,1,1,91,30191,5,7,3,7417780.3,0
780,18,0,1,95,74449,4,9,9,82916.5,0
85060,55,0,0,12,36036,8,9,2,8507007.8,0
47143,7,1,1,63,16032,2,5,7,4728886,0
40194,32,0,1,69,57421,9,10,2,4022680.5,0
74411,98,1,0,82,28297,8,4,3,7450324.7,0
3527,47,1,0,79,47847,2,1,4,358050.9,0
85185,23,0,1,11,95024,1,1,2,8522775.5,0
68772,98,0,1,98,45826,9,5,9,6885105.8,0
6281,33,1,1,10,86568,8,1,0,636186.6,0
8319,78,0,0,55,69329,10,10,4,834891.9,0
39572,79,0,1,15,40571,5,6,7,3960690.1,0
61787,96,0,0,53,43066,7,6,0,6182153,0
71117,31,1,0,22,20842,2,7,1,7116581,0
42903,96,1,1,28,20793,4,4,3,4297348.1,1
68847,70,0,0,30,11553,1,6,9,6888091.9,0
55035,98,1,0,92,17234,6,10,4,5513804.1,0
76485,57,1,0,14,78921,4,1,2,7652091.2,0
27521,39,0,0,81,92041,10,9,1,2754134.2,0
63072,55,0,1,5,65146,1,2,5,6311417.8,0
60454,96,1,0,50,16207,3,5,9,6054212.3,0
